id,category,subtopic,difficulty,grade_range,question,choice1,choice2,choice3,choice4,answer_index,answer_text,explanation
H025,history,人物,basic,J1/J2,足利尊氏の説明として正しいものを選びなさい。,のちの藤原氏のもととなる人物,浦賀に来航し開国を求めた,室町幕府を開いた,明治政府の中心人物の一人,2,室町幕府を開いた,足利尊氏は室町幕府を開いた人物です。
H026,history,人物,basic,J1/J2,足利義満の説明として正しいものを選びなさい。,平氏の力を強め、日宋貿易を進めた,御成敗式目を定めた,楽市・楽座を行った,金閣を建て、南北朝の統一を行った,3,金閣を建て、南北朝の統一を行った,足利義満は金閣を建て、南北朝の統一を行った人物です。
H027,history,人物,basic,J1/J2,足利義政の説明として正しいものを選びなさい。,自由民権運動を進めた,御成敗式目を定めた,のちの藤原氏のもととなる人物,銀閣に代表される東山文化の時代の将軍,3,銀閣に代表される東山文化の時代の将軍,足利義政は銀閣に代表される東山文化の時代の将軍人物です。
H028,history,人物,basic,J1/J2,織田信長の説明として正しいものを選びなさい。,東大寺の大仏造立を進めた,明治維新で活躍した,室町幕府を開いた,楽市・楽座を行った,3,楽市・楽座を行った,織田信長は楽市・楽座を行った人物です。
H029,history,人物,basic,J1/J2,豊臣秀吉の説明として正しいものを選びなさい。,銀閣に代表される東山文化の時代の将軍,太閤検地や刀狩を行った,中臣鎌足とともに大化の改新を進めた,のちの藤原氏のもととなる人物,1,太閤検地や刀狩を行った,豊臣秀吉は太閤検地や刀狩を行った人物です。
H030,history,人物,basic,J1/J2,徳川家康の説明として正しいものを選びなさい。,江戸幕府を開いた,御成敗式目を定めた,商業を重視した政治を行った,寛政の改革を行った,0,江戸幕府を開いた,徳川家康は江戸幕府を開いた人物です。
H031,history,人物,basic,J1/J2,徳川吉宗の説明として正しいものを選びなさい。,享保の改革を行った,自由民権運動を進めた,銀閣に代表される東山文化の時代の将軍,明治維新で活躍した,0,享保の改革を行った,徳川吉宗は享保の改革を行った人物です。
H032,history,人物,basic,J1/J2,田沼意次の説明として正しいものを選びなさい。,寛政の改革を行った,商業を重視した政治を行った,室町幕府を開いた,のちの藤原氏のもととなる人物,1,商業を重視した政治を行った,田沼意次は商業を重視した政治を行った人物です。
H033,history,人物,basic,J1/J2,松平定信の説明として正しいものを選びなさい。,寛政の改革を行った,のちの藤原氏のもととなる人物,平氏の力を強め、日宋貿易を進めた,室町幕府を開いた,0,寛政の改革を行った,松平定信は寛政の改革を行った人物です。
H034,history,人物,basic,J1/J2,水野忠邦の説明として正しいものを選びなさい。,天保の改革を行った,平氏の力を強め、日宋貿易を進めた,銀閣に代表される東山文化の時代の将軍,商業を重視した政治を行った,0,天保の改革を行った,水野忠邦は天保の改革を行った人物です。
H035,history,人物,basic,J1/J2,ペリーの説明として正しいものを選びなさい。,邪馬台国の女王とされる,浦賀に来航し開国を求めた,日本へ仏教の戒律を伝えた,鎌倉幕府を開いた,1,浦賀に来航し開国を求めた,ペリーは浦賀に来航し開国を求めた人物です。
H036,history,人物,basic,J1/J2,西郷隆盛の説明として正しいものを選びなさい。,日本へ仏教の戒律を伝えた,東大寺の大仏造立を進めた,邪馬台国の女王とされる,明治維新で活躍した,3,明治維新で活躍した,西郷隆盛は明治維新で活躍した人物です。
H037,history,人物,basic,J1/J2,大久保利通の説明として正しいものを選びなさい。,天保の改革を行った,明治政府の中心人物の一人,邪馬台国の女王とされる,自由民権運動を進めた,1,明治政府の中心人物の一人,大久保利通は明治政府の中心人物の一人人物です。
H038,history,人物,basic,J1/J2,板垣退助の説明として正しいものを選びなさい。,自由民権運動を進めた,銀閣に代表される東山文化の時代の将軍,金閣を建て、南北朝の統一を行った,楽市・楽座を行った,0,自由民権運動を進めた,板垣退助は自由民権運動を進めた人物です。
H039,history,できごと,basic,J1/J2,大化の改新の説明として最も適切なものを選びなさい。,近代国家づくりが進んだ一連の改革,ヨーロッパ人との貿易,豪族中心の政治を改め、天皇中心の国づくりを進めた,全国に戦乱が広がるきっかけになった争い,2,豪族中心の政治を改め、天皇中心の国づくりを進めた,大化の改新とは、豪族中心の政治を改め、天皇中心の国づくりを進めたことです。
H040,history,できごと,basic,J1/J2,壬申の乱の説明として最も適切なものを選びなさい。,天皇の後継をめぐる争い,中国の進んだ文化や制度を学ぶために送られた使節,身分制度を改め、法の上で平等としたこと,武士が政治の中心へ進出するきっかけとなった争い,0,天皇の後継をめぐる争い,壬申の乱とは、天皇の後継をめぐる争いことです。
H041,history,できごと,basic,J1/J2,遣唐使の説明として最も適切なものを選びなさい。,国会開設や憲法制定を求めた運動,松平定信が行った倹約中心の改革,外国との関係を制限した政策,中国の進んだ文化や制度を学ぶために送られた使節,3,中国の進んだ文化や制度を学ぶために送られた使節,遣唐使とは、中国の進んだ文化や制度を学ぶために送られた使節ことです。
H042,history,できごと,basic,J1/J2,平城京の説明として最も適切なものを選びなさい。,奈良時代の都,平氏がほろびた戦い,水野忠邦が行った幕政改革,794年にうつされた都,0,奈良時代の都,平城京とは、奈良時代の都ことです。
H043,history,できごと,basic,J1/J2,平安京の説明として最も適切なものを選びなさい。,全国に戦乱が広がるきっかけになった争い,国会開設や憲法制定を求めた運動,藩を廃止して府県を置いたこと,794年にうつされた都,3,794年にうつされた都,平安京とは、794年にうつされた都ことです。
H044,history,できごと,basic,J1/J2,国風文化の説明として最も適切なものを選びなさい。,朝廷と幕府の力関係がはっきりした戦い,大名が江戸と領地を往復した制度,かな文字や寝殿造など日本らしい文化,天皇の後継をめぐる争い,2,かな文字や寝殿造など日本らしい文化,国風文化とは、かな文字や寝殿造など日本らしい文化ことです。
H045,history,できごと,basic,J1/J2,保元・平治の乱の説明として最も適切なものを選びなさい。,全国に戦乱が広がるきっかけになった争い,武士が政治の中心へ進出するきっかけとなった争い,平氏がほろびた戦い,794年にうつされた都,1,武士が政治の中心へ進出するきっかけとなった争い,保元・平治の乱とは、武士が政治の中心へ進出するきっかけとなった争いことです。
H046,history,できごと,basic,J1/J2,壇ノ浦の戦いの説明として最も適切なものを選びなさい。,豪族中心の政治を改め、天皇中心の国づくりを進めた,松平定信が行った倹約中心の改革,奈良時代の都,平氏がほろびた戦い,3,平氏がほろびた戦い,壇ノ浦の戦いとは、平氏がほろびた戦いことです。
H047,history,できごと,basic,J1/J2,承久の乱の説明として最も適切なものを選びなさい。,大名が江戸と領地を往復した制度,朝廷と幕府の力関係がはっきりした戦い,西洋の文化や生活様式が広がったこと,徳川慶喜が政権を朝廷へ返したこと,1,朝廷と幕府の力関係がはっきりした戦い,承久の乱とは、朝廷と幕府の力関係がはっきりした戦いことです。
H048,history,できごと,basic,J1/J2,元寇の説明として最も適切なものを選びなさい。,近代国家づくりが進んだ一連の改革,モンゴル帝国が日本に攻めてきたできごと,大名が江戸と領地を往復した制度,中国の進んだ文化や制度を学ぶために送られた使節,1,モンゴル帝国が日本に攻めてきたできごと,元寇とは、モンゴル帝国が日本に攻めてきたできごとことです。
H049,history,できごと,basic,J1/J2,応仁の乱の説明として最も適切なものを選びなさい。,徳川吉宗が行った幕政改革,中国の進んだ文化や制度を学ぶために送られた使節,ヨーロッパ人との貿易,全国に戦乱が広がるきっかけになった争い,3,全国に戦乱が広がるきっかけになった争い,応仁の乱とは、全国に戦乱が広がるきっかけになった争いことです。
H050,history,できごと,basic,J1/J2,南蛮貿易の説明として最も適切なものを選びなさい。,ヨーロッパ人との貿易,土地に対して税をかけるしくみに改めたこと,西洋の文化や生活様式が広がったこと,外国との関係を制限した政策,0,ヨーロッパ人との貿易,南蛮貿易とは、ヨーロッパ人との貿易ことです。
H051,history,できごと,basic,J1/J2,関ヶ原の戦いの説明として最も適切なものを選びなさい。,豪族中心の政治を改め、天皇中心の国づくりを進めた,全国に戦乱が広がるきっかけになった争い,かな文字や寝殿造など日本らしい文化,江戸幕府成立へつながった戦い,3,江戸幕府成立へつながった戦い,関ヶ原の戦いとは、江戸幕府成立へつながった戦いことです。
H052,history,できごと,basic,J1/J2,参勤交代の説明として最も適切なものを選びなさい。,中国の進んだ文化や制度を学ぶために送られた使節,奈良時代の都,大名が江戸と領地を往復した制度,外国との関係を制限した政策,2,大名が江戸と領地を往復した制度,参勤交代とは、大名が江戸と領地を往復した制度ことです。
H053,history,できごと,basic,J1/J2,鎖国の説明として最も適切なものを選びなさい。,水野忠邦が行った幕政改革,中国の進んだ文化や制度を学ぶために送られた使節,外国との関係を制限した政策,江戸幕府成立へつながった戦い,2,外国との関係を制限した政策,鎖国とは、外国との関係を制限した政策ことです。
H054,history,できごと,basic,J1/J2,享保の改革の説明として最も適切なものを選びなさい。,全国に戦乱が広がるきっかけになった争い,徳川吉宗が行った幕政改革,かな文字や寝殿造など日本らしい文化,平氏がほろびた戦い,1,徳川吉宗が行った幕政改革,享保の改革とは、徳川吉宗が行った幕政改革ことです。
H055,history,できごと,basic,J1/J2,寛政の改革の説明として最も適切なものを選びなさい。,武士が政治の中心へ進出するきっかけとなった争い,水野忠邦が行った幕政改革,松平定信が行った倹約中心の改革,ヨーロッパ人との貿易,2,松平定信が行った倹約中心の改革,寛政の改革とは、松平定信が行った倹約中心の改革ことです。
H056,history,できごと,basic,J1/J2,天保の改革の説明として最も適切なものを選びなさい。,奈良時代の都,水野忠邦が行った幕政改革,平氏がほろびた戦い,794年にうつされた都,1,水野忠邦が行った幕政改革,天保の改革とは、水野忠邦が行った幕政改革ことです。
H057,history,できごと,basic,J1/J2,大政奉還の説明として最も適切なものを選びなさい。,土地に対して税をかけるしくみに改めたこと,794年にうつされた都,徳川慶喜が政権を朝廷へ返したこと,身分制度を改め、法の上で平等としたこと,2,徳川慶喜が政権を朝廷へ返したこと,大政奉還とは、徳川慶喜が政権を朝廷へ返したことことです。
H058,history,できごと,basic,J1/J2,廃藩置県の説明として最も適切なものを選びなさい。,外国との関係を制限した政策,徳川慶喜が政権を朝廷へ返したこと,藩を廃止して府県を置いたこと,国会開設や憲法制定を求めた運動,2,藩を廃止して府県を置いたこと,廃藩置県とは、藩を廃止して府県を置いたことことです。
H059,history,できごと,basic,J1/J2,四民平等の説明として最も適切なものを選びなさい。,794年にうつされた都,中国の進んだ文化や制度を学ぶために送られた使節,外国との関係を制限した政策,身分制度を改め、法の上で平等としたこと,3,身分制度を改め、法の上で平等としたこと,四民平等とは、身分制度を改め、法の上で平等としたことことです。
H060,history,できごと,basic,J1/J2,地租改正の説明として最も適切なものを選びなさい。,徳川慶喜が政権を朝廷へ返したこと,朝廷と幕府の力関係がはっきりした戦い,土地に対して税をかけるしくみに改めたこと,天皇の後継をめぐる争い,2,土地に対して税をかけるしくみに改めたこと,地租改正とは、土地に対して税をかけるしくみに改めたことことです。
H061,history,できごと,basic,J1/J2,自由民権運動の説明として最も適切なものを選びなさい。,国会開設や憲法制定を求めた運動,天皇の後継をめぐる争い,外国との関係を制限した政策,モンゴル帝国が日本に攻めてきたできごと,0,国会開設や憲法制定を求めた運動,自由民権運動とは、国会開設や憲法制定を求めた運動ことです。
H062,history,できごと,basic,J1/J2,文明開化の説明として最も適切なものを選びなさい。,藩を廃止して府県を置いたこと,中国の進んだ文化や制度を学ぶために送られた使節,身分制度を改め、法の上で平等としたこと,西洋の文化や生活様式が広がったこと,3,西洋の文化や生活様式が広がったこと,文明開化とは、西洋の文化や生活様式が広がったことことです。
H063,history,できごと,basic,J1/J2,明治維新の説明として最も適切なものを選びなさい。,外国との関係を制限した政策,身分制度を改め、法の上で平等としたこと,近代国家づくりが進んだ一連の改革,徳川慶喜が政権を朝廷へ返したこと,2,近代国家づくりが進んだ一連の改革,明治維新とは、近代国家づくりが進んだ一連の改革ことです。
H064,history,文化,basic,J1/J2,飛鳥文化の説明として正しいものを選びなさい。,奈良時代に栄え、国際色豊かな文化,平安時代に日本風の特色が強まった文化,銀閣や書院造、わび茶などに代表される文化,仏教の影響を受けた文化,3,仏教の影響を受けた文化,飛鳥文化は仏教の影響を受けた文化です。
H065,history,文化,basic,J1/J2,天平文化の説明として正しいものを選びなさい。,奈良時代に栄え、国際色豊かな文化,銀閣や書院造、わび茶などに代表される文化,上方を中心に栄えた町人文化,仏教の影響を受けた文化,0,奈良時代に栄え、国際色豊かな文化,天平文化は奈良時代に栄え、国際色豊かな文化です。
H066,history,文化,basic,J1/J2,国風文化の説明として正しいものを選びなさい。,上方を中心に栄えた町人文化,江戸を中心に栄えた庶民文化,平安時代に日本風の特色が強まった文化,金閣に代表される文化,2,平安時代に日本風の特色が強まった文化,国風文化は平安時代に日本風の特色が強まった文化です。
H067,history,文化,basic,J1/J2,鎌倉文化の説明として正しいものを選びなさい。,金閣に代表される文化,平安時代に日本風の特色が強まった文化,武士の気風や禅宗の影響が見られる文化,上方を中心に栄えた町人文化,2,武士の気風や禅宗の影響が見られる文化,鎌倉文化は武士の気風や禅宗の影響が見られる文化です。
H068,history,文化,basic,J1/J2,北山文化の説明として正しいものを選びなさい。,平安時代に日本風の特色が強まった文化,金閣に代表される文化,上方を中心に栄えた町人文化,江戸を中心に栄えた庶民文化,1,金閣に代表される文化,北山文化は金閣に代表される文化です。
H069,history,文化,basic,J1/J2,東山文化の説明として正しいものを選びなさい。,銀閣や書院造、わび茶などに代表される文化,金閣に代表される文化,上方を中心に栄えた町人文化,武士の気風や禅宗の影響が見られる文化,0,銀閣や書院造、わび茶などに代表される文化,東山文化は銀閣や書院造、わび茶などに代表される文化です。
H070,history,文化,basic,J1/J2,元禄文化の説明として正しいものを選びなさい。,平安時代に日本風の特色が強まった文化,金閣に代表される文化,上方を中心に栄えた町人文化,仏教の影響を受けた文化,2,上方を中心に栄えた町人文化,元禄文化は上方を中心に栄えた町人文化です。
H071,history,文化,basic,J1/J2,化政文化の説明として正しいものを選びなさい。,江戸を中心に栄えた庶民文化,銀閣や書院造、わび茶などに代表される文化,武士の気風や禅宗の影響が見られる文化,上方を中心に栄えた町人文化,0,江戸を中心に栄えた庶民文化,化政文化は江戸を中心に栄えた庶民文化です。
H072,history,制度・法,basic,J1/J2,冠位十二階の内容として最も適切なものを選びなさい。,江戸幕府の法律集,家柄より能力を重んじる役人登用のしくみ,商工業の発展をうながした政策,農民から武器を取り上げた政策,1,家柄より能力を重んじる役人登用のしくみ,冠位十二階は家柄より能力を重んじる役人登用のしくみものです。
H073,history,制度・法,basic,J1/J2,十七条の憲法の内容として最も適切なものを選びなさい。,役人の心構えを示したきまり,1889年に発布された憲法,近代的な学校制度を定めたもの,農民から武器を取り上げた政策,0,役人の心構えを示したきまり,十七条の憲法は役人の心構えを示したきまりものです。
H074,history,制度・法,basic,J1/J2,班田収授法の内容として最も適切なものを選びなさい。,口分田を男女に分け与える制度,商工業の発展をうながした政策,新しく開いた田を私有できるようにした法,武士のための基本的な法律,0,口分田を男女に分け与える制度,班田収授法は口分田を男女に分け与える制度ものです。
H075,history,制度・法,basic,J1/J2,墾田永年私財法の内容として最も適切なものを選びなさい。,国民に兵役の義務を課した制度,新しく開いた田を私有できるようにした法,口分田を男女に分け与える制度,武士のための基本的な法律,1,新しく開いた田を私有できるようにした法,墾田永年私財法は新しく開いた田を私有できるようにした法ものです。
H076,history,制度・法,basic,J1/J2,御成敗式目の内容として最も適切なものを選びなさい。,武士のための基本的な法律,1889年に発布された憲法,国民に兵役の義務を課した制度,江戸幕府の法律集,0,武士のための基本的な法律,御成敗式目は武士のための基本的な法律ものです。
H077,history,制度・法,basic,J1/J2,楽市・楽座の内容として最も適切なものを選びなさい。,明治政府の基本方針,口分田を男女に分け与える制度,1889年に発布された憲法,商工業の発展をうながした政策,3,商工業の発展をうながした政策,楽市・楽座は商工業の発展をうながした政策ものです。
H078,history,制度・法,basic,J1/J2,太閤検地の内容として最も適切なものを選びなさい。,口分田を男女に分け与える制度,全国の田畑を調べて年貢の基準を決めた政策,明治政府の基本方針,国民に兵役の義務を課した制度,1,全国の田畑を調べて年貢の基準を決めた政策,太閤検地は全国の田畑を調べて年貢の基準を決めた政策ものです。
H079,history,制度・法,basic,J1/J2,刀狩の内容として最も適切なものを選びなさい。,家柄より能力を重んじる役人登用のしくみ,商工業の発展をうながした政策,農民から武器を取り上げた政策,全国の田畑を調べて年貢の基準を決めた政策,2,農民から武器を取り上げた政策,刀狩は農民から武器を取り上げた政策ものです。
H080,history,制度・法,basic,J1/J2,武家諸法度の内容として最も適切なものを選びなさい。,大名を統制するためのきまり,1889年に発布された憲法,農民から武器を取り上げた政策,国民に兵役の義務を課した制度,0,大名を統制するためのきまり,武家諸法度は大名を統制するためのきまりものです。
H081,history,制度・法,basic,J1/J2,公事方御定書の内容として最も適切なものを選びなさい。,武士のための基本的な法律,農民から武器を取り上げた政策,江戸幕府の法律集,新しく開いた田を私有できるようにした法,2,江戸幕府の法律集,公事方御定書は江戸幕府の法律集ものです。
H082,history,制度・法,basic,J1/J2,五箇条の御誓文の内容として最も適切なものを選びなさい。,武士のための基本的な法律,全国の田畑を調べて年貢の基準を決めた政策,農民から武器を取り上げた政策,明治政府の基本方針,3,明治政府の基本方針,五箇条の御誓文は明治政府の基本方針ものです。
H083,history,制度・法,basic,J1/J2,学制の内容として最も適切なものを選びなさい。,近代的な学校制度を定めたもの,江戸幕府の法律集,1889年に発布された憲法,口分田を男女に分け与える制度,0,近代的な学校制度を定めたもの,学制は近代的な学校制度を定めたものものです。
H084,history,制度・法,basic,J1/J2,徴兵令の内容として最も適切なものを選びなさい。,役人の心構えを示したきまり,国民に兵役の義務を課した制度,大名を統制するためのきまり,商工業の発展をうながした政策,1,国民に兵役の義務を課した制度,徴兵令は国民に兵役の義務を課した制度ものです。
H085,history,制度・法,basic,J1/J2,大日本帝国憲法の内容として最も適切なものを選びなさい。,口分田を男女に分け与える制度,国民に兵役の義務を課した制度,武士のための基本的な法律,1889年に発布された憲法,3,1889年に発布された憲法,大日本帝国憲法は1889年に発布された憲法ものです。
H086,history,時代判定,basic,J1/J2,「米づくりが広まる」がみられた時代として最も適切なものを選びなさい。,室町時代,古墳時代,鎌倉時代,弥生時代,3,弥生時代,米づくりが広まるが見られたのは弥生時代です。
H087,history,時代判定,basic,J1/J2,「かな文字が広まる」がみられた時代として最も適切なものを選びなさい。,平安時代,弥生時代,古墳時代,江戸時代,0,平安時代,かな文字が広まるが見られたのは平安時代です。
H088,history,時代判定,basic,J1/J2,「武士が政治の中心となる」がみられた時代として最も適切なものを選びなさい。,明治時代,鎌倉時代,奈良時代,平安時代,1,鎌倉時代,武士が政治の中心となるが見られたのは鎌倉時代です。
H089,history,時代判定,basic,J1/J2,「キリスト教が伝わる」がみられた時代として最も適切なものを選びなさい。,安土桃山時代,平安時代,鎌倉時代,奈良時代,0,安土桃山時代,キリスト教が伝わるが見られたのは安土桃山時代です。
H090,history,時代判定,basic,J1/J2,「参勤交代が整えられる」がみられた時代として最も適切なものを選びなさい。,室町時代,安土桃山時代,江戸時代,鎌倉時代,2,江戸時代,参勤交代が整えられるが見られたのは江戸時代です。
H091,history,時代判定,basic,J1/J2,「廃藩置県が行われる」がみられた時代として最も適切なものを選びなさい。,古墳時代,平安時代,江戸時代,明治時代,3,明治時代,廃藩置県が行われるが見られたのは明治時代です。
H092,history,時代判定,basic,J1/J2,「大仏がつくられる」がみられた時代として最も適切なものを選びなさい。,弥生時代,江戸時代,奈良時代,安土桃山時代,2,奈良時代,大仏がつくられるが見られたのは奈良時代です。
H093,history,時代判定,basic,J1/J2,「古墳が多くつくられる」がみられた時代として最も適切なものを選びなさい。,平安時代,室町時代,弥生時代,古墳時代,3,古墳時代,古墳が多くつくられるが見られたのは古墳時代です。
H094,history,時代判定,basic,J1/J2,「金閣が建てられる」がみられた時代として最も適切なものを選びなさい。,明治時代,明治時代,室町時代,安土桃山時代,2,室町時代,金閣が建てられるが見られたのは室町時代です。
H095,history,時代判定,basic,J1/J2,「地租改正が行われる」がみられた時代として最も適切なものを選びなさい。,弥生時代,明治時代,鎌倉時代,江戸時代,1,明治時代,地租改正が行われるが見られたのは明治時代です。
H096,history,地名,basic,J1/J2,平城京がある都道府県として最も適切なものを選びなさい。,群馬県,奈良県,神奈川県,京都府,1,奈良県,平城京は奈良県にあります。
H097,history,地名,basic,J1/J2,平安京がある都道府県として最も適切なものを選びなさい。,岐阜県,奈良県,東京都,京都府,3,京都府,平安京は京都府にあります。
H098,history,地名,basic,J1/J2,鎌倉がある都道府県として最も適切なものを選びなさい。,愛知県,神奈川県,奈良県,東京都,1,神奈川県,鎌倉は神奈川県にあります。
H099,history,地名,basic,J1/J2,長篠がある都道府県として最も適切なものを選びなさい。,東京都,愛知県,群馬県,奈良県,1,愛知県,長篠は愛知県にあります。
H100,history,地名,basic,J1/J2,関ヶ原がある都道府県として最も適切なものを選びなさい。,神奈川県,岐阜県,東京都,神奈川県,1,岐阜県,関ヶ原は岐阜県にあります。
H101,history,地名,basic,J1/J2,浦賀がある都道府県として最も適切なものを選びなさい。,京都府,神奈川県,東京都,岐阜県,1,神奈川県,浦賀は神奈川県にあります。
