id,category,subtopic,difficulty,grade_range,question,choice1,choice2,choice3,choice4,answer_index,answer_text,explanation
C012,civics,基礎用語,basic,J1/J2/J3,価格の説明として最も適切なものを選びなさい。,お金として使われるもの,商品やサービスの値段,子どもが減り高齢者が増える社会,都道府県や市区町村のこと,1,商品やサービスの値段,価格とは、商品やサービスの値段ことです。
C013,civics,基礎用語,basic,J1/J2/J3,通貨の説明として最も適切なものを選びなさい。,お金として使われるもの,国の基本的なきまり,法律をつくる国の機関,外国のお金に対して円の価値が低いこと,0,お金として使われるもの,通貨とは、お金として使われるものことです。
C014,civics,基礎用語,basic,J1/J2/J3,円高の説明として最も適切なものを選びなさい。,法律をつくる国の機関,子どもが減り高齢者が増える社会,外国のお金に対して円の価値が高いこと,争いごとを法にもとづいて判断する機関,2,外国のお金に対して円の価値が高いこと,円高とは、外国のお金に対して円の価値が高いことことです。
C015,civics,基礎用語,basic,J1/J2/J3,円安の説明として最も適切なものを選びなさい。,外国のお金に対して円の価値が低いこと,商品やサービスを買って使う人,お金として使われるもの,子どもが減り高齢者が増える社会,0,外国のお金に対して円の価値が低いこと,円安とは、外国のお金に対して円の価値が低いことことです。
C016,civics,基礎用語,basic,J1/J2/J3,少子高齢社会の説明として最も適切なものを選びなさい。,戦争を放棄し平和を大切にする考え,商品を買いたいという量,子どもが減り高齢者が増える社会,商品やサービスを買って使う人,2,子どもが減り高齢者が増える社会,少子高齢社会とは、子どもが減り高齢者が増える社会ことです。
C017,civics,基礎用語,basic,J1/J2/J3,国際連合の説明として最も適切なものを選びなさい。,商品やサービスを買って使う人,都道府県や市区町村のこと,世界の平和と協力のための国際機関,商品を買いたいという量,2,世界の平和と協力のための国際機関,国際連合とは、世界の平和と協力のための国際機関ことです。
C018,civics,基礎用語,basic,J1/J2/J3,平和主義の説明として最も適切なものを選びなさい。,商品やサービスをつくったり売ったりする人,法律をつくる国の機関,代表者を投票で選ぶこと,戦争を放棄し平和を大切にする考え,3,戦争を放棄し平和を大切にする考え,平和主義とは、戦争を放棄し平和を大切にする考えことです。
C019,civics,基礎用語,basic,J1/J2/J3,基本的人権の説明として最も適切なものを選びなさい。,法律をつくる国の機関,商品やサービスの値段,人が生まれながらにもつ権利,お金として使われるもの,2,人が生まれながらにもつ権利,基本的人権とは、人が生まれながらにもつ権利ことです。
C020,civics,基礎用語,basic,J1/J2/J3,納税の義務の説明として最も適切なものを選びなさい。,商品を買いたいという量,都道府県や市区町村のこと,外国のお金に対して円の価値が高いこと,国民の三大義務の一つ,3,国民の三大義務の一つ,納税の義務とは、国民の三大義務の一つことです。
C021,civics,人権,basic,J1/J2/J3,自由権の説明として正しいものを選びなさい。,裁判を受けるなど国に働きかけを求める権利,政治に参加する権利,国から不当にしばられない権利,健康で文化的な最低限度の生活を営む権利,2,国から不当にしばられない権利,自由権は国から不当にしばられない権利です。
C022,civics,人権,basic,J1/J2/J3,社会権の説明として正しいものを選びなさい。,働く機会を得る権利,だれもが教育を受けられる権利,人間らしい生活を送るための権利,差別されず平等にあつかわれる権利,2,人間らしい生活を送るための権利,社会権は人間らしい生活を送るための権利です。
C023,civics,人権,basic,J1/J2/J3,参政権の説明として正しいものを選びなさい。,政治に参加する権利,健康で文化的な最低限度の生活を営む権利,人間らしい生活を送るための権利,裁判を受けるなど国に働きかけを求める権利,0,政治に参加する権利,参政権は政治に参加する権利です。
C024,civics,人権,basic,J1/J2/J3,請求権の説明として正しいものを選びなさい。,裁判を受けるなど国に働きかけを求める権利,人間らしい生活を送るための権利,だれもが教育を受けられる権利,国から不当にしばられない権利,0,裁判を受けるなど国に働きかけを求める権利,請求権は裁判を受けるなど国に働きかけを求める権利です。
C025,civics,人権,basic,J1/J2/J3,平等権の説明として正しいものを選びなさい。,だれもが教育を受けられる権利,健康で文化的な最低限度の生活を営む権利,差別されず平等にあつかわれる権利,働く機会を得る権利,2,差別されず平等にあつかわれる権利,平等権は差別されず平等にあつかわれる権利です。
C026,civics,人権,basic,J1/J2/J3,教育を受ける権利の説明として正しいものを選びなさい。,働く機会を得る権利,健康で文化的な最低限度の生活を営む権利,だれもが教育を受けられる権利,差別されず平等にあつかわれる権利,2,だれもが教育を受けられる権利,教育を受ける権利はだれもが教育を受けられる権利です。
C027,civics,人権,basic,J1/J2/J3,労働の権利の説明として正しいものを選びなさい。,政治に参加する権利,だれもが教育を受けられる権利,働く機会を得る権利,健康で文化的な最低限度の生活を営む権利,2,働く機会を得る権利,労働の権利は働く機会を得る権利です。
C028,civics,人権,basic,J1/J2/J3,生存権の説明として正しいものを選びなさい。,健康で文化的な最低限度の生活を営む権利,だれもが教育を受けられる権利,裁判を受けるなど国に働きかけを求める権利,国から不当にしばられない権利,0,健康で文化的な最低限度の生活を営む権利,生存権は健康で文化的な最低限度の生活を営む権利です。
C029,civics,憲法の原則,basic,J1/J2/J3,国民主権の説明として最も適切なものを選びなさい。,戦争を放棄し武力による威嚇をしないという考え,政治のあり方を最終的に決めるのは国民であるという原理,一人ひとりの人権を大切にする考え,権力を分けて集中を防ぐしくみ,1,政治のあり方を最終的に決めるのは国民であるという原理,国民主権とは、政治のあり方を最終的に決めるのは国民であるという原理ことです。
C030,civics,憲法の原則,basic,J1/J2/J3,基本的人権の尊重の説明として最も適切なものを選びなさい。,権力を分けて集中を防ぐしくみ,一人ひとりの人権を大切にする考え,戦争を放棄し武力による威嚇をしないという考え,政治のあり方を最終的に決めるのは国民であるという原理,1,一人ひとりの人権を大切にする考え,基本的人権の尊重とは、一人ひとりの人権を大切にする考えことです。
C031,civics,憲法の原則,basic,J1/J2/J3,平和主義の説明として最も適切なものを選びなさい。,戦争を放棄し武力による威嚇をしないという考え,政治のあり方を最終的に決めるのは国民であるという原理,一人ひとりの人権を大切にする考え,権力を分けて集中を防ぐしくみ,0,戦争を放棄し武力による威嚇をしないという考え,平和主義とは、戦争を放棄し武力による威嚇をしないという考えことです。
C032,civics,憲法の原則,basic,J1/J2/J3,三権分立の説明として最も適切なものを選びなさい。,権力を分けて集中を防ぐしくみ,一人ひとりの人権を大切にする考え,政治のあり方を最終的に決めるのは国民であるという原理,戦争を放棄し武力による威嚇をしないという考え,0,権力を分けて集中を防ぐしくみ,三権分立とは、権力を分けて集中を防ぐしくみことです。
C033,civics,三権分立,basic,J1/J2/J3,立法を担当する機関として正しいものを選びなさい。,国会,内閣,裁判所,0,国会,立法を担当するのは国会です。
C034,civics,三権分立,basic,J1/J2/J3,行政を担当する機関として正しいものを選びなさい。,国会,内閣,裁判所,1,内閣,行政を担当するのは内閣です。
C035,civics,三権分立,basic,J1/J2/J3,司法を担当する機関として正しいものを選びなさい。,国会,内閣,裁判所,2,裁判所,司法を担当するのは裁判所です。
C036,civics,選挙,basic,J1/J2/J3,普通選挙の説明として正しいものを選びなさい。,有権者が直接代表者を選ぶしくみ,一定年齢以上のすべての国民に選挙権を認める考え,だれに投票したかを他人に知られないしくみ,一人一票の価値が原則として等しい考え,1,一定年齢以上のすべての国民に選挙権を認める考え,普通選挙は一定年齢以上のすべての国民に選挙権を認める考えことです。
C037,civics,選挙,basic,J1/J2/J3,秘密選挙の説明として正しいものを選びなさい。,有権者が直接代表者を選ぶしくみ,一人一票の価値が原則として等しい考え,だれに投票したかを他人に知られないしくみ,一定年齢以上のすべての国民に選挙権を認める考え,2,だれに投票したかを他人に知られないしくみ,秘密選挙はだれに投票したかを他人に知られないしくみことです。
C038,civics,選挙,basic,J1/J2/J3,直接選挙の説明として正しいものを選びなさい。,一定年齢以上のすべての国民に選挙権を認める考え,一人一票の価値が原則として等しい考え,だれに投票したかを他人に知られないしくみ,有権者が直接代表者を選ぶしくみ,3,有権者が直接代表者を選ぶしくみ,直接選挙は有権者が直接代表者を選ぶしくみことです。
C039,civics,選挙,basic,J1/J2/J3,平等選挙の説明として正しいものを選びなさい。,一人一票の価値が原則として等しい考え,一定年齢以上のすべての国民に選挙権を認める考え,だれに投票したかを他人に知られないしくみ,有権者が直接代表者を選ぶしくみ,0,一人一票の価値が原則として等しい考え,平等選挙は一人一票の価値が原則として等しい考えことです。
C040,civics,地方自治,basic,J1/J2/J3,条例の説明として最も適切なものを選びなさい。,住民が重要な問題について意思を示す方法,地方公共団体が定めるきまり,地域のことを地域住民の意思で決めること,都道府県知事や市町村長などの代表,1,地方公共団体が定めるきまり,条例とは、地方公共団体が定めるきまりことです。
C041,civics,地方自治,basic,J1/J2/J3,首長の説明として最も適切なものを選びなさい。,住民が重要な問題について意思を示す方法,地方公共団体が定めるきまり,都道府県知事や市町村長などの代表,地方公共団体の議決機関,2,都道府県知事や市町村長などの代表,首長とは、都道府県知事や市町村長などの代表ことです。
C042,civics,地方自治,basic,J1/J2/J3,地方議会の説明として最も適切なものを選びなさい。,地方公共団体が定めるきまり,都道府県知事や市町村長などの代表,住民が重要な問題について意思を示す方法,地方公共団体の議決機関,3,地方公共団体の議決機関,地方議会とは、地方公共団体の議決機関ことです。
C043,civics,地方自治,basic,J1/J2/J3,住民投票の説明として最も適切なものを選びなさい。,地域のことを地域住民の意思で決めること,地方公共団体が定めるきまり,住民が重要な問題について意思を示す方法,地方公共団体の議決機関,2,住民が重要な問題について意思を示す方法,住民投票とは、住民が重要な問題について意思を示す方法ことです。
C044,civics,地方自治,basic,J1/J2/J3,地方自治の説明として最も適切なものを選びなさい。,地域のことを地域住民の意思で決めること,都道府県知事や市町村長などの代表,地方公共団体が定めるきまり,地方公共団体の議決機関,0,地域のことを地域住民の意思で決めること,地方自治とは、地域のことを地域住民の意思で決めることことです。
C045,civics,経済,basic,J1/J2/J3,家計の説明として正しいものを選びなさい。,事故や病気などに備えて助け合う制度,家庭での収入と支出を管理すること,売り手と買い手が取引を行う場,多くの人から資金を集めて事業を行う会社,1,家庭での収入と支出を管理すること,家計とは、家庭での収入と支出を管理することことです。
C046,civics,経済,basic,J1/J2/J3,企業の説明として正しいものを選びなさい。,経済活動のよしあしのようす,労働の対価として受け取るお金,お金を貸したり預けたりしたときにつくお金,商品やサービスを生産・販売する組織,3,商品やサービスを生産・販売する組織,企業とは、商品やサービスを生産・販売する組織ことです。
C047,civics,経済,basic,J1/J2/J3,市場の説明として正しいものを選びなさい。,売り手と買い手が取引を行う場,経済活動のよしあしのようす,労働の対価として受け取るお金,将来に備えてお金をたくわえること,0,売り手と買い手が取引を行う場,市場とは、売り手と買い手が取引を行う場ことです。
C048,civics,経済,basic,J1/J2/J3,株式会社の説明として正しいものを選びなさい。,お金を貸したり預けたりしたときにつくお金,商品やサービスを生産・販売する組織,多くの人から資金を集めて事業を行う会社,労働の対価として受け取るお金,2,多くの人から資金を集めて事業を行う会社,株式会社とは、多くの人から資金を集めて事業を行う会社ことです。
C049,civics,経済,basic,J1/J2/J3,労働者の説明として正しいものを選びなさい。,事故や病気などに備えて助け合う制度,労働の対価として受け取るお金,経済活動のよしあしのようす,働いて賃金を受け取る人,3,働いて賃金を受け取る人,労働者とは、働いて賃金を受け取る人ことです。
C050,civics,経済,basic,J1/J2/J3,賃金の説明として正しいものを選びなさい。,売り手と買い手が取引を行う場,商品やサービスを生産・販売する組織,多くの人から資金を集めて事業を行う会社,労働の対価として受け取るお金,3,労働の対価として受け取るお金,賃金とは、労働の対価として受け取るお金ことです。
C051,civics,経済,basic,J1/J2/J3,利子の説明として正しいものを選びなさい。,商品やサービスを生産・販売する組織,お金を貸したり預けたりしたときにつくお金,事故や病気などに備えて助け合う制度,家庭での収入と支出を管理すること,1,お金を貸したり預けたりしたときにつくお金,利子とは、お金を貸したり預けたりしたときにつくお金ことです。
C052,civics,経済,basic,J1/J2/J3,景気の説明として正しいものを選びなさい。,家庭での収入と支出を管理すること,働いて賃金を受け取る人,経済活動のよしあしのようす,将来に備えてお金をたくわえること,2,経済活動のよしあしのようす,景気とは、経済活動のよしあしのようすことです。
C053,civics,経済,basic,J1/J2/J3,貯蓄の説明として正しいものを選びなさい。,将来に備えてお金をたくわえること,売り手と買い手が取引を行う場,家庭での収入と支出を管理すること,労働の対価として受け取るお金,0,将来に備えてお金をたくわえること,貯蓄とは、将来に備えてお金をたくわえることことです。
C054,civics,経済,basic,J1/J2/J3,保険の説明として正しいものを選びなさい。,事故や病気などに備えて助け合う制度,お金を貸したり預けたりしたときにつくお金,売り手と買い手が取引を行う場,商品やサービスを生産・販売する組織,0,事故や病気などに備えて助け合う制度,保険とは、事故や病気などに備えて助け合う制度ことです。
C055,civics,消費生活,basic,J1/J2/J3,クーリング・オフの説明として最も適切なものを選びなさい。,一定期間内なら契約を解除できる制度,消費者の相談を受ける機関,借金が重なって返済が難しくなること,人をだましたり不安にさせたりして契約させるやり方,0,一定期間内なら契約を解除できる制度,クーリング・オフとは、一定期間内なら契約を解除できる制度ことです。
C056,civics,消費生活,basic,J1/J2/J3,消費者基本法の説明として最も適切なものを選びなさい。,消費者の相談を受ける機関,消費者の利益を守るための基本法,人をだましたり不安にさせたりして契約させるやり方,一定期間内なら契約を解除できる制度,1,消費者の利益を守るための基本法,消費者基本法とは、消費者の利益を守るための基本法ことです。
C057,civics,消費生活,basic,J1/J2/J3,契約の説明として最も適切なものを選びなさい。,借金が重なって返済が難しくなること,一定期間内なら契約を解除できる制度,人をだましたり不安にさせたりして契約させるやり方,当事者どうしの約束,3,当事者どうしの約束,契約とは、当事者どうしの約束ことです。
C058,civics,消費生活,basic,J1/J2/J3,悪質商法の説明として最も適切なものを選びなさい。,当事者どうしの約束,消費者の利益を守るための基本法,人をだましたり不安にさせたりして契約させるやり方,借金が重なって返済が難しくなること,2,人をだましたり不安にさせたりして契約させるやり方,悪質商法とは、人をだましたり不安にさせたりして契約させるやり方ことです。
C059,civics,消費生活,basic,J1/J2/J3,多重債務の説明として最も適切なものを選びなさい。,当事者どうしの約束,消費者の利益を守るための基本法,人をだましたり不安にさせたりして契約させるやり方,借金が重なって返済が難しくなること,3,借金が重なって返済が難しくなること,多重債務とは、借金が重なって返済が難しくなることことです。
C060,civics,消費生活,basic,J1/J2/J3,消費生活センターの説明として最も適切なものを選びなさい。,消費者の相談を受ける機関,一定期間内なら契約を解除できる制度,消費者の利益を守るための基本法,人をだましたり不安にさせたりして契約させるやり方,0,消費者の相談を受ける機関,消費生活センターとは、消費者の相談を受ける機関ことです。
C061,civics,国際社会,basic,J1/J2/J3,国際連合総会の説明として正しいものを選びなさい。,世界の保健に関わる国際機関,加盟国が話し合いを行う場,子どもの支援に関わる国連機関,政府ではない民間の国際協力団体,1,加盟国が話し合いを行う場,国際連合総会は加盟国が話し合いを行う場です。
C062,civics,国際社会,basic,J1/J2/J3,安全保障理事会の説明として正しいものを選びなさい。,平和と安全に大きく関わる機関,加盟国が話し合いを行う場,教育・科学・文化の国際協力を進める機関,子どもの支援に関わる国連機関,0,平和と安全に大きく関わる機関,安全保障理事会は平和と安全に大きく関わる機関です。
C063,civics,国際社会,basic,J1/J2/J3,ユニセフの説明として正しいものを選びなさい。,平和と安全に大きく関わる機関,世界の保健に関わる国際機関,加盟国が話し合いを行う場,子どもの支援に関わる国連機関,3,子どもの支援に関わる国連機関,ユニセフは子どもの支援に関わる国連機関です。
C064,civics,国際社会,basic,J1/J2/J3,ユネスコの説明として正しいものを選びなさい。,政府ではない民間の国際協力団体,加盟国が話し合いを行う場,教育・科学・文化の国際協力を進める機関,世界の保健に関わる国際機関,2,教育・科学・文化の国際協力を進める機関,ユネスコは教育・科学・文化の国際協力を進める機関です。
C065,civics,国際社会,basic,J1/J2/J3,WHOの説明として正しいものを選びなさい。,世界の保健に関わる国際機関,平和と安全に大きく関わる機関,子どもの支援に関わる国連機関,政府ではない民間の国際協力団体,0,世界の保健に関わる国際機関,WHOは世界の保健に関わる国際機関です。
C066,civics,国際社会,basic,J1/J2/J3,NGOの説明として正しいものを選びなさい。,政府ではない民間の国際協力団体,教育・科学・文化の国際協力を進める機関,子どもの支援に関わる国連機関,加盟国が話し合いを行う場,0,政府ではない民間の国際協力団体,NGOは政府ではない民間の国際協力団体です。
C067,civics,現代社会,basic,J1/J2/J3,環境問題の説明として最も適切なものを選びなさい。,コンピュータや通信技術が社会に広がること,地球温暖化やごみなど環境に関する課題,将来の世代に負担をかけすぎない社会,太陽光や風力など繰り返し利用できるエネルギー,1,地球温暖化やごみなど環境に関する課題,環境問題とは、地球温暖化やごみなど環境に関する課題ことです。
C068,civics,現代社会,basic,J1/J2/J3,再生可能エネルギーの説明として最も適切なものを選びなさい。,コンピュータや通信技術が社会に広がること,地球温暖化やごみなど環境に関する課題,太陽光や風力など繰り返し利用できるエネルギー,将来の世代に負担をかけすぎない社会,2,太陽光や風力など繰り返し利用できるエネルギー,再生可能エネルギーとは、太陽光や風力など繰り返し利用できるエネルギーことです。
C069,civics,現代社会,basic,J1/J2/J3,持続可能な社会の説明として最も適切なものを選びなさい。,将来の世代に負担をかけすぎない社会,太陽光や風力など繰り返し利用できるエネルギー,子どもが減り高齢者が増えること,コンピュータや通信技術が社会に広がること,0,将来の世代に負担をかけすぎない社会,持続可能な社会とは、将来の世代に負担をかけすぎない社会ことです。
C070,civics,現代社会,basic,J1/J2/J3,少子高齢化の説明として最も適切なものを選びなさい。,将来の世代に負担をかけすぎない社会,太陽光や風力など繰り返し利用できるエネルギー,子どもが減り高齢者が増えること,コンピュータや通信技術が社会に広がること,2,子どもが減り高齢者が増えること,少子高齢化とは、子どもが減り高齢者が増えることことです。
C071,civics,現代社会,basic,J1/J2/J3,情報化の説明として最も適切なものを選びなさい。,太陽光や風力など繰り返し利用できるエネルギー,地球温暖化やごみなど環境に関する課題,将来の世代に負担をかけすぎない社会,コンピュータや通信技術が社会に広がること,3,コンピュータや通信技術が社会に広がること,情報化とは、コンピュータや通信技術が社会に広がることことです。
C072,civics,現代社会,basic,J1/J2/J3,グローバル化の説明として最も適切なものを選びなさい。,子どもが減り高齢者が増えること,将来の世代に負担をかけすぎない社会,太陽光や風力など繰り返し利用できるエネルギー,国境をこえた人やもの、情報の結びつきが強まること,3,国境をこえた人やもの、情報の結びつきが強まること,グローバル化とは、国境をこえた人やもの、情報の結びつきが強まることことです。
C073,civics,国民の義務,basic,J1/J2/J3,教育の義務の説明として正しいものを選びなさい。,税金を納める義務,保護する子どもに普通教育を受けさせる義務,裁判官になる義務,働くことに努める義務,1,保護する子どもに普通教育を受けさせる義務,教育の義務とは、保護する子どもに普通教育を受けさせる義務ことです。
C074,civics,国民の義務,basic,J1/J2/J3,勤労の義務の説明として正しいものを選びなさい。,保護する子どもに普通教育を受けさせる義務,裁判官になる義務,税金を納める義務,働くことに努める義務,3,働くことに努める義務,勤労の義務とは、働くことに努める義務ことです。
C075,civics,国民の義務,basic,J1/J2/J3,納税の義務の説明として正しいものを選びなさい。,保護する子どもに普通教育を受けさせる義務,税金を納める義務,働くことに努める義務,裁判官になる義務,1,税金を納める義務,納税の義務とは、税金を納める義務ことです。
C076,civics,市民生活,basic,J1/J2/J3,公共の福祉の説明として最も適切なものを選びなさい。,みんなの人権をたがいに大切にする考え,自分の意思で無償または少ない報酬で社会に役立つ活動,情報を正しく安全に使うための考え方,社会生活を円滑にするための決まり,0,みんなの人権をたがいに大切にする考え,公共の福祉とは、みんなの人権をたがいに大切にする考えことです。
C077,civics,市民生活,basic,J1/J2/J3,ルールの説明として最も適切なものを選びなさい。,情報を正しく安全に使うための考え方,名前や住所など個人が特定できる情報,みんなの人権をたがいに大切にする考え,社会生活を円滑にするための決まり,3,社会生活を円滑にするための決まり,ルールとは、社会生活を円滑にするための決まりことです。
C078,civics,市民生活,basic,J1/J2/J3,マナーの説明として最も適切なものを選びなさい。,社会的な目的のために活動する民間の非営利組織,自分の意思で無償または少ない報酬で社会に役立つ活動,みんなの人権をたがいに大切にする考え,相手への思いやりを表す行動のしかた,3,相手への思いやりを表す行動のしかた,マナーとは、相手への思いやりを表す行動のしかたことです。
C079,civics,市民生活,basic,J1/J2/J3,ボランティアの説明として最も適切なものを選びなさい。,相手への思いやりを表す行動のしかた,社会生活を円滑にするための決まり,自分の意思で無償または少ない報酬で社会に役立つ活動,名前や住所など個人が特定できる情報,2,自分の意思で無償または少ない報酬で社会に役立つ活動,ボランティアとは、自分の意思で無償または少ない報酬で社会に役立つ活動ことです。
C080,civics,市民生活,basic,J1/J2/J3,NPOの説明として最も適切なものを選びなさい。,社会的な目的のために活動する民間の非営利組織,作品をつくった人の権利,自分の意思で無償または少ない報酬で社会に役立つ活動,名前や住所など個人が特定できる情報,0,社会的な目的のために活動する民間の非営利組織,NPOとは、社会的な目的のために活動する民間の非営利組織ことです。
C081,civics,市民生活,basic,J1/J2/J3,情報モラルの説明として最も適切なものを選びなさい。,自分の意思で無償または少ない報酬で社会に役立つ活動,社会的な目的のために活動する民間の非営利組織,作品をつくった人の権利,情報を正しく安全に使うための考え方,3,情報を正しく安全に使うための考え方,情報モラルとは、情報を正しく安全に使うための考え方ことです。
C082,civics,市民生活,basic,J1/J2/J3,個人情報の説明として最も適切なものを選びなさい。,相手への思いやりを表す行動のしかた,社会的な目的のために活動する民間の非営利組織,名前や住所など個人が特定できる情報,作品をつくった人の権利,2,名前や住所など個人が特定できる情報,個人情報とは、名前や住所など個人が特定できる情報ことです。
C083,civics,市民生活,basic,J1/J2/J3,著作権の説明として最も適切なものを選びなさい。,作品をつくった人の権利,情報を正しく安全に使うための考え方,相手への思いやりを表す行動のしかた,名前や住所など個人が特定できる情報,0,作品をつくった人の権利,著作権とは、作品をつくった人の権利ことです。
C084,civics,財政・社会保障,basic,J1/J2/J3,予算の説明として最も適切なものを選びなさい。,地方公共団体に納める税,高齢者などの生活を支える給付,買い物などに広くかかる税,1年間の収入と支出の見通し,3,1年間の収入と支出の見通し,予算とは、1年間の収入と支出の見通しことです。
C085,civics,財政・社会保障,basic,J1/J2/J3,国債の説明として最も適切なものを選びなさい。,医療・年金など生活を支える制度,地方公共団体に納める税,国が資金を借りるために発行する債券,高齢者などの生活を支える給付,2,国が資金を借りるために発行する債券,国債とは、国が資金を借りるために発行する債券ことです。
C086,civics,財政・社会保障,basic,J1/J2/J3,社会保障の説明として最も適切なものを選びなさい。,所得に応じてかかる税,買い物などに広くかかる税,医療・年金など生活を支える制度,病気やけがに備える保険,2,医療・年金など生活を支える制度,社会保障とは、医療・年金など生活を支える制度ことです。
C087,civics,財政・社会保障,basic,J1/J2/J3,年金の説明として最も適切なものを選びなさい。,1年間の収入と支出の見通し,医療・年金など生活を支える制度,地方公共団体に納める税,高齢者などの生活を支える給付,3,高齢者などの生活を支える給付,年金とは、高齢者などの生活を支える給付ことです。
C088,civics,財政・社会保障,basic,J1/J2/J3,医療保険の説明として最も適切なものを選びなさい。,病気やけがに備える保険,医療・年金など生活を支える制度,地方公共団体に納める税,買い物などに広くかかる税,0,病気やけがに備える保険,医療保険とは、病気やけがに備える保険ことです。
C089,civics,財政・社会保障,basic,J1/J2/J3,介護保険の説明として最も適切なものを選びなさい。,高齢者などの介護を支える制度,高齢者などの生活を支える給付,医療・年金など生活を支える制度,地方公共団体に納める税,0,高齢者などの介護を支える制度,介護保険とは、高齢者などの介護を支える制度ことです。
C090,civics,財政・社会保障,basic,J1/J2/J3,所得税の説明として最も適切なものを選びなさい。,1年間の収入と支出の見通し,所得に応じてかかる税,医療・年金など生活を支える制度,高齢者などの介護を支える制度,1,所得に応じてかかる税,所得税とは、所得に応じてかかる税ことです。
C091,civics,財政・社会保障,basic,J1/J2/J3,消費税の説明として最も適切なものを選びなさい。,所得に応じてかかる税,買い物などに広くかかる税,医療・年金など生活を支える制度,1年間の収入と支出の見通し,1,買い物などに広くかかる税,消費税とは、買い物などに広くかかる税ことです。
C092,civics,財政・社会保障,basic,J1/J2/J3,地方税の説明として最も適切なものを選びなさい。,高齢者などの生活を支える給付,国が資金を借りるために発行する債券,地方公共団体に納める税,病気やけがに備える保険,2,地方公共団体に納める税,地方税とは、地方公共団体に納める税ことです。
C093,civics,労働,basic,J1/J2/J3,労働基準法の説明として正しいものを選びなさい。,働く意欲があるのに仕事がないこと,労働条件の最低基準を定めた法律,人をやとって働いてもらうこと,法律で定められた賃金の最低額,1,労働条件の最低基準を定めた法律,労働基準法は労働条件の最低基準を定めた法律こと・制度です。
C094,civics,労働,basic,J1/J2/J3,労働組合の説明として正しいものを選びなさい。,人をやとって働いてもらうこと,仕事と生活の調和,労働者が力を合わせて労働条件の改善を目指す団体,労働条件の最低基準を定めた法律,2,労働者が力を合わせて労働条件の改善を目指す団体,労働組合は労働者が力を合わせて労働条件の改善を目指す団体こと・制度です。
